Date,sceneID,Elasticity,Variation,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,VelocityX,VelocityY,VelocityZ
2024-03-24,SoftSphere_Ela6_Var82,0.6,82,-0.14182562710668173,-0.1374992809470368,0.5373535706577005,44.39692621651697,192.01659869702218,205.78672979667192,6.2408855540152395,-2.2427811388156194,0.43187563304627474
