Date,SceneID,Elasticity,Variation,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,VelocityX,VelocityY,VelocityZ
2017-04-01,Cube_Ela5_Var27,0.5,27,0.134666138637,-0.309583130322,0.48051351038,291.250445623,80.6702646227,291.503575044,3.96549599233,5.4503243931,-7.2951552407
