Date,SceneID,Elasticity,Variation,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,VelocityX,VelocityY,VelocityZ
2017-03-31,Cube_Ela9_Var5,0.9,5,0.352387277454,0.0761350783729,0.565400737134,146.046769442,297.988542986,230.218174538,-2.25557929551,-4.24604007806,-4.27865090386
