particle,elasticity,frame,x,y,z,ox,oy,oz,ow
2,0.9985891607735721,2,-0.11545696999753757,0.6786311246730992,0.6372616748203781,-1.8484170168844242e-6,5.067935951224544e-7,0.47183001275755276,0.8816895366610257
2,0.9985891607735721,3,-0.1368508506269683,0.5631707466841397,0.6279114278106042,-1.0139255691737879e-5,2.7799516001766727e-6,0.43732121740647506,0.8993053723266563
2,0.9985891607735721,4,-0.15811180218000886,0.4484277720345548,0.6045957592832087,-1.8376990840894926e-5,5.0385498351922466e-6,0.40231854606561906,0.9154997472028846
2,0.9985891607735721,5,-0.17923903612954992,0.3344064563168514,0.5674038341402545,-2.6549950337989654e-5,7.279388070551245e-6,0.3668814265949531,0.9302677131136836
2,0.9985891607735721,6,-0.2002305189689749,0.22111777413851927,0.5164289705615063,-3.4646827393668336e-5,9.499366243673894e-6,0.33106862897526684,0.9436066773914842
2,0.9985891607735721,7,-0.22108313647635824,0.10857853260654764,0.4517707169106134,-4.265668826242985e-5,1.1695486572057631e-5,0.2949381865476905,0.9555163338005177
2,0.9985891607735721,8,-0.2417928748761739,-0.003189606382026855,0.37353646897750625,-5.0568978957027687e-5,1.3864855394212283e-5,0.2585473217201744,0.9659985919668148
2,0.9985891607735721,9,-0.2623550022891033,-0.11416110540441543,0.28184263192877185,-5.837353100381934e-5,1.6004684747645004e-5,0.22195237608027582,0.9750575055291358
2,0.9985891607735721,10,-0.28233907047526674,-0.21963204120022917,0.19619812935179862,0.008782839388356025,0.000802117487805683,0.18971380404685745,0.9817998222111698
2,0.9985891607735721,11,-0.29618905940222634,-0.2912084075418764,0.23495922787072063,-0.00275571340142522,0.051675081972433576,0.17348158644074788,0.9834766042528886
2,0.9985891607735721,12,-0.3098779459931404,-0.3619101307273825,0.26169211489886923,-0.0027171682919476295,0.09510253406925316,0.15769890809897322,0.9828932695844811
2,0.9985891607735721,13,-0.32350539828838787,-0.43229455195136923,0.2742702158422577,-0.002673065355426054,0.13810382872791185,0.141663736495678,0.9802303672986163
2,0.9985891607735721,14,-0.33707324900221364,-0.5023711369986803,0.27275801971875885,-0.00262358427165155,0.18059388472888221,0.12541414075146062,0.97552563211003
2,0.9985891607735721,15,-0.3500344905605825,-0.5703528069404108,0.2647311051549813,-0.01976326244581631,0.2006771819108293,0.11288289528871044,0.9729314128288097
2,0.9985891607735721,16,-0.3625849972108446,-0.6331704860141932,0.26243157858039334,-0.01131003277803454,0.17800455188751863,0.1149912889987349,0.9772223217468443
2,0.9985891607735721,17,-0.375186362024758,-0.6938713516149299,0.2536218038626295,0.00022691888690240563,0.1386159687540177,0.1213168685471706,0.9828874702223609
2,0.9985891607735721,18,-0.3880377314378181,-0.7531478272858887,0.23569334750381588,0.001155769872286059,0.08551330500574522,0.12914276343426695,0.9879313161933666
2,0.9985891607735721,19,-0.4011940131253465,-0.8112088410146889,0.20796073247221428,-0.002403182544185127,0.019335040347241202,0.13880848554753494,0.9901275600994195
2,0.9985891607735721,20,-0.4130564694608275,-0.8598386978139955,0.20464441342027256,-0.008386864030759172,0.008427503888650718,0.13560358641248452,0.9906918315207853
2,0.9985891607735721,21,-0.4234709338461876,-0.9025447664383467,0.21147483733209638,0.007712921108755797,0.01984035221458379,0.12357923099120331,0.9921063677547858
2,0.9985891607735721,22,-0.4334276387267259,-0.9440316591035688,0.2089036969789285,0.01277321724529169,0.010236250273603566,0.11741481203402102,0.9929480479947358
2,0.9985891607735721,23,-0.4430131731931011,-0.9831383997800285,0.20141692942017464,-0.0006117585539740717,-0.0007039572673327061,0.11303953349857747,0.9935900533228287
2,0.9985891607735721,24,-0.4518650983838366,-1.0170139914895033,0.2007020830733898,-0.0014123398046253903,0.00025496482133878983,0.1075339730330253,0.9942003746393122
2,0.9985891607735721,25,-0.45956358771125827,-1.047452257388611,0.200144696050886,-0.0006842716303161893,0.00252565694674806,0.10303846274352706,0.9946739305042502
2,0.9985891607735721,26,-0.4664887450832474,-1.0744139168949818,0.19953892587352778,-0.0011044978014090026,0.0001141080466947043,0.10046684390753742,0.9949397872932908
2,0.9985891607735721,27,-0.4724940896231673,-1.0978864259129426,0.19910139726123652,-0.0002462521910053213,-1.868778479707654e-5,0.09813022470386426,0.9951735517035178
2,0.9985891607735721,28,-0.47707768008217605,-1.1179180018087076,0.19941484531523776,0.00041818335739466587,0.0015725172598392467,0.09653827736243029,0.9953279425978362
2,0.9985891607735721,29,-0.4807636693689889,-1.1344593240673022,0.2000114564690104,0.0029010837314064394,0.00033132705505407406,0.0961942190023144,0.9953583003954408
3,0.8718780078564106,1,-0.030488641865712096,0.5310241116577482,0.6268205857161606,-0.0,-0.0,0.47942553860420295,0.8775825618903728
3,0.8718780078564106,2,-0.11594421197060016,0.681645595069665,0.6372616601083936,-1.8239774234358471e-6,5.000928185579918e-7,0.47105288903614534,0.8821049686557286
3,0.8718780078564106,3,-0.13952973598068194,0.579667099490716,0.6279097319244804,-1.0002838580186121e-5,2.7425491537734697e-6,0.4329750326534474,0.9014059135545806
3,0.8718780078564106,4,-0.16298049685681582,0.4782712893612672,0.6045846233088201,-1.8123573214307603e-5,4.969068528278298e-6,0.39430025415537195,0.9189816696865359
3,0.8718780078564106,5,-0.18629507605595264,0.3774642981420808,0.5673690967196526,-2.617222862277756e-5,7.175825430587803e-6,0.35510775194757194,0.9348253760838244
3,0.8718780078564106,6,-0.20947055342379395,0.2772587519228753,0.5163508802573546,-3.413532504895593e-5,9.359124020279294e-6,0.3154757979158882,0.9489336223764653
3,0.8718780078564106,7,-0.23250273422892914,0.1776727877778334,0.45162486770392585,-4.1999867232011195e-5,1.151540129458003e-5,0.2754816097506313,0.9613063407637586
3,0.8718780078564106,8,-0.25538639308667016,0.07872899909385986,0.3732947548475259,-4.975335440336102e-5,1.3641229829162195e-5,0.2352012309745884,0.9719466951878374
3,0.8718780078564106,9,-0.278115509652545,-0.01954658351501876,0.28147414560897926,-5.738378878473883e-5,1.5733320108118025e-5,0.1947094185736395,0.980860968118458
3,0.8718780078564106,10,-0.3002829837537583,-0.11265599454646721,0.19532001843008673,0.010464897659843712,0.00029045409995952183,0.16013579181436075,0.9870394772922573
3,0.8718780078564106,11,-0.315448227021371,-0.17426441616325655,0.22746132126837998,-0.00327675071405722,0.05541995923068479,0.14696617743618468,0.9875823174365888
3,0.8718780078564106,12,-0.3302852242381451,-0.23464486032439805,0.24943516674741895,0.0033935490451112325,0.09670298630611811,0.13492433682282842,0.9861198910869191
3,0.8718780078564106,13,-0.34505937196595704,-0.2947761308124027,0.2573008387480739,0.009980034303636004,0.1375291578355966,0.12270466247693176,0.9828172238350079
3,0.8718780078564106,14,-0.3590849068037371,-0.3530619687734691,0.25810454348302925,0.0006474530049381771,0.15327278442483275,0.11614860183657291,0.9813340596609671
3,0.8718780078564106,15,-0.37273070223481586,-0.4098711896116631,0.2500496042591579,-0.020484077846491942,0.15206959371263315,0.11306179239330803,0.9816681070115633
3,0.8718780078564106,16,-0.38627133696160143,-0.46276725616902775,0.24286214782852547,-0.0060323192039572655,0.11424823238748513,0.12280056450468585,0.9858148780976513
3,0.8718780078564106,17,-0.4000562960258236,-0.5144067793818285,0.2260759534576898,-0.0016210734521631227,0.06307601400399133,0.13405606614938226,0.9889629718582913
3,0.8718780078564106,18,-0.414161005308399,-0.5648768151173797,0.1995133051631175,0.0003464367509189296,-0.0018324951174362926,0.14727903580288337,0.9890932249066289
3,0.8718780078564106,19,-0.42745915073994944,-0.6025054902526118,0.2100657409757349,-0.027674808132622453,-0.004118021863644275,0.1463175096800766,0.9888419151976587
3,0.8718780078564106,20,-0.44033369087819196,-0.6387323043975756,0.21194956422434041,-0.031995640470328685,-0.004713246240981439,0.14286719068105616,0.9892133390364629
3,0.8718780078564106,21,-0.452619111456055,-0.6736602241639735,0.20511652139318348,-0.013892688938247914,-0.002023833220204519,0.136404742664443,0.9905537054959761
3,0.8718780078564106,22,-0.46444912472511934,-0.7034362234476899,0.2054397835474127,0.0038042142112321518,-0.009393461490325552,0.13149785216833235,0.9912646496827072
3,0.8718780078564106,23,-0.4761950295933787,-0.7291901109181947,0.20775290255793927,0.0018070697653040045,-0.02065068681792659,0.12891678111205518,0.9914387258830056
3,0.8718780078564106,24,-0.48696535390394996,-0.7532748754565103,0.2035882518314791,0.0007602764645861897,-0.009444179797410279,0.12101278627777183,0.9926057298872205
3,0.8718780078564106,25,-0.4964681866840597,-0.773851138111759,0.20071848277429172,-0.0007107040819832767,-0.004236919635926891,0.11526994520439131,0.9933249131801151
3,0.8718780078564106,26,-0.5048173629964491,-0.7907918902235432,0.19935980964177208,8.688063702281125e-5,0.00021224702470278256,0.11026986041621817,0.9939016577542987
3,0.8718780078564106,27,-0.5113249887213168,-0.8043190359203287,0.19938023090010554,-0.0002198483246846729,0.0005232149254844999,0.1064338832600073,0.9943196198441682
3,0.8718780078564106,28,-0.5162660940805166,-0.8146724227674538,0.19951818662361676,0.00021707347012254796,0.0002192231005998271,0.10353188719868714,0.9946260871068178
3,0.8718780078564106,29,-0.5197416086972301,-0.8218593917427898,0.19958827178594035,0.0002996675995725737,-9.74634211181846e-5,0.10171702883256793,0.994813322561417
4,0.4520456466431113,1,-0.030488641865712096,0.5310241116577482,0.6268205857161606,-0.0,-0.0,0.47942553860420295,0.8775825618903728
4,0.4520456466431113,2,-0.11812353684293592,0.6919451573278795,0.6373788547444847,0.00010286547579676883,0.00018726395002649474,0.4707491861909378,0.8822670559708532
4,0.4520456466431113,3,-0.1515142366714729,0.6360994295193958,0.628547965234355,0.0005640691081316719,0.0010268732872567615,0.43127447383759043,0.9022200150591887
4,0.4520456466431113,4,-0.18476575614310328,0.5804864799506018,0.6057177222647173,0.001021863040395806,0.0018602753533038443,0.3911600284213984,0.920320230863642
4,0.4520456466431113,5,-0.21787313952890103,0.5251145970458229,0.5689515565752186,0.0014754029525438834,0.0026859330852655153,0.35049386928922993,0.9365600122470814
4,0.4520456466431113,6,-0.25082850049245814,0.4699969706512947,0.5183211221761597,0.0019238740219765355,0.003502363119580321,0.30936296315566564,0.950935638825716
4,0.4520456466431113,7,-0.2836218014046459,0.41515038863630566,0.45390874947230536,0.002366491681299304,0.004308137171508313,0.26785307167859956,0.9634472334609575
4,0.4520456466431113,8,-0.3162415397124239,0.3605940889458374,0.3758088143643874,0.0028025022722827785,0.005101883225648636,0.22604860845429608,0.974098631240411
4,0.4520456466431113,9,-0.34867528259030367,0.3063488653994767,0.284128355424931,0.003231183599738832,0.005882286544256955,0.1840325053097643,0.9828972454671788
4,0.4520456466431113,10,-0.38016102789447703,0.254109124806849,0.1945757640453274,0.004414841053505015,-0.004169359962116353,0.14513195302857393,0.9893936738356934
4,0.4520456466431113,11,-0.39610081723652785,0.21195799508179822,0.20676162639505707,0.006268752783862915,0.007092372128397369,0.1337306738620099,0.9909725061092965
4,0.4520456466431113,12,-0.41174086761676876,0.17036571271564255,0.20681040026506461,0.003499323056664662,0.008990448265882373,0.12492511635334838,0.9921192679724681
4,0.4520456466431113,13,-0.4268679597205614,0.13046009529584268,0.1993631144467911,-0.002415342415186906,0.0005115808775843568,0.11913858991658775,0.9928745644837067
4,0.4520456466431113,14,-0.4403527219369216,0.09540752500345435,0.19811643431792406,-0.0006510617035844186,0.0007444183371965738,0.11075302692436546,0.9938474676664866
4,0.4520456466431113,15,-0.45238708047735704,0.06398249355191749,0.19808551083822679,-0.0004236022198699195,0.0008671625707999343,0.10272279900964128,0.9947095531630628
4,0.4520456466431113,16,-0.46308755506055793,0.036002934633266835,0.19847986700881898,-0.00024287493982664976,2.2270588849324548e-5,0.09548333457969038,0.9954309987805922
4,0.4520456466431113,17,-0.4726284504309112,0.011411474653184454,0.19891415083190378,0.00034327135074439444,-0.0003738372405075491,0.08956961967730583,0.99598043436674
4,0.4520456466431113,18,-0.48090650617096464,-0.010024417828654953,0.1987057742962638,0.00018487457114777186,0.0005846073837767667,0.08417925775121385,0.9964504386170214
4,0.4520456466431113,19,-0.48772524416004526,-0.028140723222752805,0.19878617339348362,-0.0006458674585970165,-8.583514570165396e-5,0.07964020021946852,0.9968234618008128
4,0.4520456466431113,20,-0.4932833180586232,-0.04300058695306872,0.19870549289949382,-0.00021858619578505177,-0.0007162181873398655,0.07607086306505076,0.99710213270463
4,0.4520456466431113,21,-0.49758804177891935,-0.054572664967721764,0.19859955607426522,-0.0008574153646682493,0.00015670132585617744,0.07322435539255549,0.9973151127206143
4,0.4520456466431113,22,-0.5006916179063633,-0.06270991733020304,0.19905471678892084,0.0005245189322862115,0.00023673387789792234,0.07145493940149389,0.9974436628061204
4,0.4520456466431113,23,-0.502394195015278,-0.06765073158456254,0.1994239156445128,0.00013058822499564408,-7.846096590473264e-5,0.0705414352491197,0.9975088384087565
4,0.4520456466431113,24,-0.5028994266413336,-0.06934516020964844,0.19962652031852962,-0.00019061905150771335,-4.749102619912562e-5,0.06984429204517376,0.9975578861788864
4,0.4520456466431113,25,-0.5028845762565541,-0.06938522718896027,0.1998175755862097,-9.014126512816786e-5,-1.5386019086434383e-5,0.06984424179117911,0.9975579048488554
4,0.4520456466431113,26,-0.50287832828765,-0.06940489917965073,0.19990803737699317,-4.1447079018202644e-5,-1.3263887965479665e-6,0.06984427751120932,0.9975579056773184
4,0.4520456466431113,27,-0.5028765771872088,-0.06941539647927766,0.19995147871740662,-1.4918091602752744e-5,2.384741630166068e-6,0.06984413732581804,0.9975579162399424
4,0.4520456466431113,28,-0.5028759930112344,-0.06942036075299787,0.19997198914230688,-2.39215866208264e-6,4.152659360358819e-6,0.0698439998930209,0.9975579259651925
4,0.4520456466431113,29,-0.5028759630496332,-0.06942271294702745,0.19998167300309558,3.5220858913516354e-6,4.994786818788698e-6,0.06984386369304219,0.9975579354940116
5,0.7872340464791292,1,-0.030488641865712096,0.5310241116577482,0.6268205857161606,-0.0,-0.0,0.47942553860420295,0.8775825618903728
5,0.7872340464791292,2,-0.1162697205896274,0.6836593755236972,0.6372620333978646,-2.4417165488417815e-6,6.694627331144053e-7,0.47053364864864144,0.8823820518817156
5,0.7872340464791292,3,-0.14132007804392482,0.5906923005945934,0.6279107179636539,-1.3388407168354267e-5,3.670794490550724e-6,0.4300673813652047,0.9027967918047513
5,0.7872340464791292,4,-0.16623551913548043,0.4982259282852856,0.604581120567164,-2.4251944486555238e-5,6.649327517974789e-6,0.38893088407272186,0.9212669356826177
5,0.7872340464791292,5,-0.19101412734337145,0.40626737120263134,0.5673518376570786,-3.5011307806794925e-5,9.599298421991163e-6,0.34721873708951256,0.937784168823523
5,0.7872340464791292,6,-0.21565228784800142,0.3148300446922958,0.5163070206202477,-4.5646226213406964e-5,1.2515149381971075e-5,0.3050243711871631,0.9523445441339331
5,0.7872340464791292,7,-0.2401449717506373,0.22393261204106732,0.4515386536236639,-5.613719848683785e-5,1.539153361032468e-5,0.2624398957231794,0.9649483394174645
5,0.7872340464791292,8,-0.26448603391548275,0.13359787912311663,0.3731481836023957,-6.64655102542053e-5,1.8223320054791106e-5,0.21955593757417,0.9755999105812657
5,0.7872340464791292,9,-0.2886684920425072,0.04385175870281437,0.2812475668600457,-7.66132484754585e-5,2.100559737021175e-5,0.1764614907305414,0.9843075413600822
5,0.7872340464791292,10,-0.3123762873426407,-0.04100661478193798,0.19477197147925424,0.011557873557868078,-1.584502766073938e-5,0.14061631565306884,0.9899967005399118
5,0.7872340464791292,11,-0.3286425749398479,-0.09598377672891127,0.22372772493940934,-0.0029918773279109336,0.0515802387291597,0.13213298624832878,0.9898845395235732
5,0.7872340464791292,12,-0.3445489990858852,-0.14990188983099573,0.24210028459992267,-0.0005174336998612975,0.09023633458360712,0.12470515101916034,0.9880818597123266
5,0.7872340464791292,13,-0.3602254314405587,-0.20330648515577904,0.2477743961282466,-0.0014975980945446732,0.12314739528619677,0.11839822238787481,0.9852991105088666
5,0.7872340464791292,14,-0.3752186493172722,-0.25513017144074784,0.24547919313529423,-0.01721807833069057,0.1332038961391593,0.11719707421038211,0.9839843015152592
5,0.7872340464791292,15,-0.3896942033896436,-0.30399924692782704,0.2404094456041416,-0.011292747159085943,0.11106807737564262,0.12513224330317804,0.9858388700673115
5,0.7872340464791292,16,-0.4042072997906991,-0.3513104102381995,0.2268975299139274,-0.009157820583094065,0.07130152749868279,0.13665536593796634,0.9880068509169776
5,0.7872340464791292,17,-0.41899120310632293,-0.39707200009783544,0.20518727381804852,-0.0021756031826159717,0.013606608147289714,0.15165534193169283,0.988337383806309
5,0.7872340464791292,18,-0.43323180951149165,-0.43341911291511137,0.2071254082365384,-0.018758459590919353,-0.0040645357352182615,0.15604421476748248,0.9875635689820847
5,0.7872340464791292,19,-0.44682632222772234,-0.4662373336986203,0.20910611045985578,-0.02493653190132256,-0.0037585477618683845,0.15424336053521878,0.9877110045080284
5,0.7872340464791292,20,-0.459738274971879,-0.49776758032718216,0.2025823488690058,-0.007693673889025218,-0.001090476573272395,0.1493292098929826,0.9887570001348511
5,0.7872340464791292,21,-0.4700370014284216,-0.5249631840966618,0.2020951982088407,0.0012922570765081527,0.008540552143617168,0.14568783783306194,0.9892929004841072
5,0.7872340464791292,22,-0.4788798226455428,-0.5493769961195223,0.1999426801554734,-0.0004090650882555082,0.0032638142262066384,0.14774447734040105,0.9890200956491542
5,0.7872340464791292,23,-0.4857593326122129,-0.5696653165828519,0.20207867464210041,0.0073078407825103355,0.0007672654010936578,0.14779508447563902,0.9889907076265886
5,0.7872340464791292,24,-0.49168611632171555,-0.5877413881192217,0.19970370738468077,0.0011862091096053716,8.543271057768388e-5,0.14866051014129242,0.9888875761853473
5,0.7872340464791292,25,-0.4969279898640466,-0.6018073296184988,0.19947642976697313,0.0002310123839102125,-0.0003187996610368099,0.1485949561802202,0.988898065524376
5,0.7872340464791292,26,-0.5011872894913296,-0.6126007369606772,0.19906168501753874,0.0005349041290548469,-0.0007392877310927181,0.14817701257091556,0.9889604341311042
5,0.7872340464791292,27,-0.5038728640227775,-0.6201348883653215,0.19914173473085073,-0.00020956752064816772,0.0004608555930226575,0.14739961358662745,0.9890768916560985
5,0.7872340464791292,28,-0.5053719650859493,-0.6243297413593497,0.19941896649753266,0.0004109135161383571,-0.0005506093038802234,0.146979659843028,0.9891392761244012
5,0.7872340464791292,29,-0.5055451486200029,-0.6253590513601531,0.19972130762051332,0.0003541205865890866,-4.615954157758249e-5,0.1466149344751902,0.989193577343051
