Date,sceneID,Elasticity,Variation,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,VelocityX,VelocityY,VelocityZ
2024-03-22,SoftSphere_Ela8_Var11,0.8,11,-0.16804912209985506,0.31993593216760585,0.7861165769157484,226.7942878380606,86.66567798274433,80.78419163316083,9.23036188878132,5.633848253098744,4.7095505781951115
