Date,SceneID,Elasticity,Variation,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,VelocityX,VelocityY,VelocityZ
2017-04-04,Cube_Ela2_Var96,0.2,96,0.00544373747031,0.348567476872,0.280245057193,248.0770765,228.545966733,256.533596926,-5.71179015656,-1.92040082981,8.97991235278
