Date,SceneID,Elasticity,Variation,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,VelocityX,VelocityY,VelocityZ
2019-05-18,Cube_Ela5_Var36126,0.5,36126,0.343812749033,-0.0977883688595,0.29289151537,169.711189572,94.3743981139,332.485220556,-2.10434461312,8.70223382477,2.00402549941
