trialID,trialType,elasticity,variation,endFrame,origEndFrame,origTrialType,framesShown,missedTiming,rating,stimulusID
1,34,0.4,2,30,54,62,88,0,0.2171875,Cube_Ela4_Var2
2,43,0.5,3,30,63,78,109,0,0.346484375,Cube_Ela5_Var3
3,37,0.4,5,30,54,65,137,0,0.4921875,Cube_Ela4_Var5
4,57,0.7,1,30,77,106,106,0,0.587109375,Cube_Ela7_Var1
5,12,0.1,8,30,34,23,120,0,0.069140625,Cube_Ela1_Var8
6,77,0.9,5,30,120,140,121,0,0.8328125,Cube_Ela9_Var5
7,20,0.2,4,30,38,34,102,0,0.3609375,Cube_Ela2_Var4
8,35,0.4,3,30,64,63,83,0,0.701953125,Cube_Ela4_Var3
9,10,0.1,6,30,36,21,95,0,0.1921875,Cube_Ela1_Var6
10,36,0.4,4,30,47,64,90,0,0.4890625,Cube_Ela4_Var4
11,70,0.8,6,30,93,126,377,0,0.680859375,Cube_Ela8_Var6
12,71,0.8,7,30,75,127,89,0,0.46796875,Cube_Ela8_Var7
13,49,0.6,1,30,79,91,75,0,0.28359375,Cube_Ela6_Var1
14,4,0,11,30,30,11,71,0,0,Cube_Ela0_Var11
15,39,0.4,7,30,39,67,67,0,0.25859375,Cube_Ela4_Var7
16,4,0,11,30,30,11,116,0,0.040625,Cube_Ela0_Var11
17,53,0.6,5,30,79,95,111,0,0.466015625,Cube_Ela6_Var5
18,47,0.5,7,30,61,82,80,0,0.634375,Cube_Ela5_Var7
19,9,0.1,4,30,32,19,58,0,0.283984375,Cube_Ela1_Var4
20,46,0.5,6,30,44,81,66,0,0.134765625,Cube_Ela5_Var6
21,23,0.2,9,30,31,39,210,0,0.19609375,Cube_Ela2_Var9
22,27,0.3,3,30,54,48,119,0,0.32578125,Cube_Ela3_Var3
23,9,0.1,4,30,32,19,78,0,0.174609375,Cube_Ela1_Var4
24,49,0.6,1,30,79,91,103,0,0.56875,Cube_Ela6_Var1
25,23,0.2,9,30,31,39,50,0,0.184375,Cube_Ela2_Var9
26,62,0.7,6,30,108,111,65,0,0.9984375,Cube_Ela7_Var6
