trialID,trialType,elasticity,variation,endFrame,origEndFrame,origTrialType,framesShown,missedTiming,rating,stimulusID
1,5,0,12,30,35,12,109,0,0,Cube_Ela0_Var12
2,6,0,13,30,30,13,60,0,0,Cube_Ela0_Var13
3,1,0,3,30,31,3,115,0,0,Cube_Ela0_Var3
4,55,0.6,7,30,78,97,69,0,0.194140625,Cube_Ela6_Var7
5,57,0.7,1,30,77,106,125,0,0.440234375,Cube_Ela7_Var1
6,2,0,6,30,34,6,90,0,0,Cube_Ela0_Var6
7,20,0.2,4,30,38,34,90,0,0.136328125,Cube_Ela2_Var4
8,63,0.7,7,30,70,112,95,0,0.204296875,Cube_Ela7_Var7
9,61,0.7,5,30,80,110,90,0,0.38828125,Cube_Ela7_Var5
10,63,0.7,7,30,70,112,89,0,0.33046875,Cube_Ela7_Var7
11,19,0.2,3,30,32,33,102,0,0.07890625,Cube_Ela2_Var3
12,74,0.9,2,30,95,137,108,0,0.300390625,Cube_Ela9_Var2
13,43,0.5,3,30,63,78,66,0,0.27578125,Cube_Ela5_Var3
14,43,0.5,3,30,63,78,76,0,0.3078125,Cube_Ela5_Var3
15,80,0.9,8,30,81,143,83,0,0.188671875,Cube_Ela9_Var8
16,13,0.1,9,30,32,24,50,0,0,Cube_Ela1_Var9
17,11,0.1,7,30,34,22,94,0,0.05,Cube_Ela1_Var7
18,50,0.6,2,30,79,92,73,0,0.999609375,Cube_Ela6_Var2
19,27,0.3,3,30,54,48,107,0,0.134765625,Cube_Ela3_Var3
20,64,0.7,8,30,69,113,86,0,0.0625,Cube_Ela7_Var8
21,7,0,14,30,32,14,63,0,0,Cube_Ela0_Var14
22,36,0.4,4,30,47,64,96,0,0.213671875,Cube_Ela4_Var4
23,50,0.6,2,30,79,92,55,0,0.999609375,Cube_Ela6_Var2
24,6,0,13,30,30,13,61,0,0,Cube_Ela0_Var13
25,17,0.2,1,30,34,31,119,0,0.075,Cube_Ela2_Var1
26,16,0.1,13,30,38,28,120,0,0,Cube_Ela1_Var13
27,61,0.7,5,30,80,110,120,0,0.234375,Cube_Ela7_Var5
28,69,0.8,5,30,68,125,74,0,0.308203125,Cube_Ela8_Var5
29,54,0.6,6,30,61,96,139,0,0.113671875,Cube_Ela6_Var6
30,77,0.9,5,30,120,140,128,0,0.69609375,Cube_Ela9_Var5
31,60,0.7,4,30,83,109,270,0,0.9171875,Cube_Ela7_Var4
32,52,0.6,4,30,91,94,99,0,0.853515625,Cube_Ela6_Var4
33,68,0.8,4,30,85,124,134,0,0.478125,Cube_Ela8_Var4
34,31,0.3,8,30,52,53,98,0,0.087109375,Cube_Ela3_Var8
35,59,0.7,3,30,80,108,210,0,0.23515625,Cube_Ela7_Var3
36,27,0.3,3,30,54,48,150,0,0.120703125,Cube_Ela3_Var3
37,42,0.5,2,30,61,77,127,0,0.566796875,Cube_Ela5_Var2
38,28,0.3,4,30,59,49,229,0,0.096875,Cube_Ela3_Var4
39,22,0.2,8,30,42,38,146,0,0.13046875,Cube_Ela2_Var8
40,16,0.1,13,30,38,28,90,0,0,Cube_Ela1_Var13
41,25,0.3,1,30,55,46,107,0,0.505078125,Cube_Ela3_Var1
42,67,0.8,3,30,97,123,154,0,0.6078125,Cube_Ela8_Var3
43,24,0.2,10,30,39,40,155,0,0.05859375,Cube_Ela2_Var10
44,51,0.6,3,30,68,93,165,0,0.697265625,Cube_Ela6_Var3
45,78,0.9,6,30,119,141,112,0,0.917578125,Cube_Ela9_Var6
46,68,0.8,4,30,85,124,173,0,0.360546875,Cube_Ela8_Var4
47,15,0.1,11,30,51,26,96,0,0.000390625,Cube_Ela1_Var11
48,28,0.3,4,30,59,49,146,0,0.0921875,Cube_Ela3_Var4
49,22,0.2,8,30,42,38,183,0,0.214453125,Cube_Ela2_Var8
50,34,0.4,2,30,54,62,139,0,0.08515625,Cube_Ela4_Var2
51,16,0.1,13,30,38,28,238,0,0.043359375,Cube_Ela1_Var13
52,72,0.8,8,30,83,128,198,0,0.280078125,Cube_Ela8_Var8
53,41,0.5,1,30,59,76,164,0,0.22109375,Cube_Ela5_Var1
54,15,0.1,11,30,51,26,90,0,0,Cube_Ela1_Var11
55,33,0.4,1,30,54,61,178,0,0.20859375,Cube_Ela4_Var1
56,64,0.7,8,30,69,113,155,0,0.2015625,Cube_Ela7_Var8
57,10,0.1,6,30,36,21,82,0,0,Cube_Ela1_Var6
58,23,0.2,9,30,31,39,163,0,0.0375,Cube_Ela2_Var9
59,23,0.2,9,30,31,39,214,0,0.051953125,Cube_Ela2_Var9
60,47,0.5,7,30,61,82,104,0,0.766015625,Cube_Ela5_Var7
61,32,0.3,9,30,30,54,115,0,0.096484375,Cube_Ela3_Var9
62,47,0.5,7,30,61,82,59,0,0.71875,Cube_Ela5_Var7
63,32,0.3,9,30,30,54,131,0,0.034375,Cube_Ela3_Var9
64,10,0.1,6,30,36,21,180,0,0.0796875,Cube_Ela1_Var6
65,13,0.1,9,30,32,24,72,0,0,Cube_Ela1_Var9
66,26,0.3,2,30,40,47,90,0,0.14453125,Cube_Ela3_Var2
67,20,0.2,4,30,38,34,160,0,0.427734375,Cube_Ela2_Var4
68,75,0.9,3,30,77,138,127,0,0.336328125,Cube_Ela9_Var3
69,56,0.6,8,30,66,98,93,0,0.62578125,Cube_Ela6_Var8
70,12,0.1,8,30,34,23,62,0,0.1296875,Cube_Ela1_Var8
71,21,0.2,7,30,42,37,144,0,0.508984375,Cube_Ela2_Var7
72,62,0.7,6,30,108,111,196,0,0.677734375,Cube_Ela7_Var6
73,51,0.6,3,30,68,93,74,0,0.7046875,Cube_Ela6_Var3
74,23,0.2,9,30,31,39,80,0,0.076953125,Cube_Ela2_Var9
75,33,0.4,1,30,54,61,139,0,0.434375,Cube_Ela4_Var1
