particle,elasticity,frame,x,y,z
1,0.9932729091382084,1,-0.03049606255069875,0.34000184752940454,0.8178608236669178
1,0.9932729091382084,2,-0.1335283515535802,0.37377743935640145,1.0188921692620143
1,0.9932729091382084,3,-0.23549645566960548,0.4072041747742594,1.2038479629936212
1,0.9932729091382084,4,-0.3364693924526316,0.4403046788139325,1.3729959705914334
1,0.9932729091382084,5,-0.4365123145735401,0.47310030953743665,1.5265799463225356
1,0.9932729091382084,6,-0.5356866018851193,0.5056111882181533,1.6648210629360674
1,0.9932729091382084,7,-0.6340498818470492,0.5378562060364593,1.787919241522501
1,0.9932729091382084,8,-0.701154351990585,0.571876603931697,1.8887252990686645
1,0.9932729091382084,9,-0.6613413044730438,0.612762849407402,1.9493084137621652
1,0.9932729091382084,10,-0.6217129897272473,0.6534593824666028,1.9955760200212846
1,0.9932729091382084,11,-0.5822539734574961,0.6939820534508847,2.0276094135555116
1,0.9932729091382084,12,-0.5464999865037993,0.7121828841984226,2.0497318966264375
1,0.9932729091382084,13,-0.5152910073417392,0.7026604881013915,2.063050056125577
1,0.9932729091382084,14,-0.48417092822453345,0.6931652169364434,2.0622853157657564
1,0.9932729091382084,15,-0.45313937189463865,0.6836969555958157,2.0474782955875375
1,0.9932729091382084,16,-0.42349414627606313,0.6699946741241589,2.0230342733065316
1,0.9932729091382084,17,-0.39845767242733016,0.6414400625732221,1.9998641095897736
1,0.9932729091382084,18,-0.37350687355411716,0.6129831650877877,1.9627329085428564
1,0.9932729091382084,19,-0.34865082509777395,0.5846343323947178,1.9117049187140915
1,0.9932729091382084,20,-0.3238999865158649,0.5564054937197331,1.8468579506564136
1,0.9932729091382084,21,-0.2992655102004106,0.5283093685945028,1.7682838729422963
1,0.9932729091382084,22,-0.2747588454427474,0.5003590151704513,1.6760885652594046
1,0.9932729091382084,23,-0.2503915027600792,0.4725675614283593,1.570391623562818
1,0.9932729091382084,24,-0.2261749041767637,0.444948034421103,1.4513259318362657
1,0.9932729091382084,25,-0.2021202814977425,0.4175132442524158,1.3190371485253582
1,0.9932729091382084,26,-0.17823860301054884,0.3902757004790263,1.1736831309272544
1,0.9932729091382084,27,-0.1545405181604678,0.3632475490115442,1.015433311047428
1,0.9932729091382084,28,-0.13103631436830498,0.33644052286424053,0.8444680323181117
1,0.9932729091382084,29,-0.10773588259812733,0.30986590288435034,0.6609778547162831
1,0.9932729091382084,30,-0.08464868961721289,0.2835344861139773,0.46516283490666477
2,0.9880539448703968,1,-0.03049606255069875,0.34000184752940454,0.8178608236669178
2,0.9880539448703968,2,-0.1335283515535802,0.37377743935640145,1.0188921692620143
2,0.9880539448703968,3,-0.23549645566960548,0.4072041747742594,1.2038479629936212
2,0.9880539448703968,4,-0.3364693924526316,0.4403046788139325,1.3729959705914334
2,0.9880539448703968,5,-0.4365123145735401,0.47310030953743665,1.5265799463225356
2,0.9880539448703968,6,-0.5356866018851193,0.5056111882181533,1.6648210629360674
2,0.9880539448703968,7,-0.6340498818470492,0.5378562060364593,1.787919241522501
2,0.9880539448703968,8,-0.7012080023342665,0.5718693856506584,1.8887371408187266
2,0.9880539448703968,9,-0.6616355673595541,0.6127233333774307,1.9493735184937804
2,0.9880539448703968,10,-0.622246589127139,0.6533878833033162,1.9956943579165671
2,0.9880539448703968,11,-0.5830256921664385,0.6938789088177558,2.027780952990356
2,0.9880539448703968,12,-0.5474943024065797,0.7121449220456717,2.0499371465712812
2,0.9880539448703968,13,-0.5164890362043675,0.7028079309599664,2.0632647961133546
2,0.9880539448703968,14,-0.4855717957354662,0.6934974481287582,2.0625095837247884
2,0.9880539448703968,15,-0.45474220425642364,0.6842133600987315,2.0477119986762964
2,0.9880539448703968,16,-0.4252846582847538,0.6707078061907392,2.0232473241058053
2,0.9880539448703968,17,-0.4003881984762033,0.6423952389629398,1.9999519724282588
2,0.9880539448703968,18,-0.3755767952781737,0.6141793991824185,1.962695852281636
2,0.9880539448703968,19,-0.35085952840100704,0.5860706124099754,1.911543273445761
2,0.9880539448703968,20,-0.3262468390836684,0.5580807525538859,1.8465721426082726
2,0.9880539448703968,21,-0.3017498462487753,0.5302224641927981,1.7678744409496274
2,0.9880539448703968,22,-0.2773799561086925,0.5025087186148738,1.6755561678167865
2,0.9880539448703968,23,-0.2531486302427491,0.4749525500722837,1.5697370409870008
2,0.9880539448703968,24,-0.2290672383181275,0.44756688829354857,1.4505500656887413
2,0.9880539448703968,25,-0.20514695798480326,0.42036444464280687,1.318141019348155
2,0.9880539448703968,26,-0.1813987026934377,0.3933576300334137,1.1726678748451578
2,0.9880539448703968,27,-0.15783306716697887,0.36655849291756,1.0143001755523473
2,0.9880539448703968,28,-0.13446028480616817,0.33997867084727895,0.8432183714331082
2,0.9880539448703968,29,-0.11129019370340063,0.3136293518249799,0.6596131236749823
2,0.9880539448703968,30,-0.08833220924884988,0.2875212431507899,0.46368458444986227
3,0.9910525900533321,1,-0.03049606255069875,0.34000184752940454,0.8178608236669178
3,0.9910525900533321,2,-0.1335283515535802,0.37377743935640145,1.0188921692620143
3,0.9910525900533321,3,-0.23549645566960548,0.4072041747742594,1.2038479629936212
3,0.9910525900533321,4,-0.3364693924526316,0.4403046788139325,1.3729959705914334
3,0.9910525900533321,5,-0.4365123145735401,0.47310030953743665,1.5265799463225356
3,0.9910525900533321,6,-0.5356866018851193,0.5056111882181533,1.6648210629360674
3,0.9910525900533321,7,-0.6340498818470492,0.5378562060364593,1.787919241522501
3,0.9910525900533321,8,-0.7011771770648559,0.571873532210515,1.8887303365712345
3,0.9910525900533321,9,-0.6614664958686944,0.6127460335487406,1.9493361095412347
3,0.9910525900533321,10,-0.62194000420214,0.6534289565022955,1.9956263615258478
3,0.9910525900533321,11,-0.5825822927463825,0.6939381612222703,2.027682387406297
3,0.9910525900533321,12,-0.546923008176967,0.7121667299344161,2.049819206037968
3,0.9910525900533321,13,-0.5158006989465775,0.7027232309313506,2.063141391145907
3,0.9910525900533321,14,-0.4847669172184675,0.6933065939896227,2.062380692568249
3,0.9910525900533321,15,-0.45382128596701465,0.6839167047076611,2.0475776746649856
3,0.9910525900533321,16,-0.4242558807102514,0.6702981903960566,2.023124824438428
3,0.9910525900533321,17,-0.3992788547153604,0.6418468151718809,1.999901255228862
3,0.9910525900533321,18,-0.37438724064784895,0.6134927328277695,1.962716763522176
3,0.9910525900533321,19,-0.34959011592669464,0.5852462834680032,1.911635623870133
3,0.9910525900533321,20,-0.32489793240981174,0.5571193728227266,1.8467356877581405
3,0.9910525900533321,21,-0.30032182838219135,0.5291246885324016,1.768108871749152
3,0.9910525900533321,22,-0.275873234922171,0.5012752517589179,1.675861106548664
3,0.9910525900533321,23,-0.25156364182710367,0.47358415055110104,1.5701120400641095
3,0.9910525900533321,24,-0.22740444893556402,0.44606437048557046,1.4509946079927247
3,0.9910525900533321,25,-0.20340686509286102,0.41872867957817317,1.318654519532664
3,0.9910525900533321,26,-0.1795818353293597,0.39158954533267926,1.1732496812875615
3,0.9910525900533321,27,-0.15593998587558255,0.3646590721073849,1.0149495727734472
3,0.9910525900533321,28,-0.13249158123080823,0.3379489522118757,0.8439345828719342
3,0.9910525900533321,29,-0.10924648992117507,0.3114704269020215,0.6603953147410376
3,0.9910525900533321,30,-0.0862141569073277,0.2852342549494763,0.4645318657945599
4,0.9910525900533321,1,-0.03049606255069875,0.34000184752940454,0.8178608236669178
4,0.9910525900533321,2,-0.1335283515535802,0.37377743935640145,1.0188921692620143
4,0.9910525900533321,3,-0.23549645566960548,0.4072041747742594,1.2038479629936212
4,0.9910525900533321,4,-0.3364693924526316,0.4403046788139325,1.3729959705914334
4,0.9910525900533321,5,-0.4365123145735401,0.47310030953743665,1.5265799463225356
4,0.9910525900533321,6,-0.5356866018851193,0.5056111882181533,1.6648210629360674
4,0.9910525900533321,7,-0.6340498818470492,0.5378562060364593,1.787919241522501
4,0.9910525900533321,8,-0.7011771770648559,0.571873532210515,1.8887303365712345
4,0.9910525900533321,9,-0.6614664958686944,0.6127460335487406,1.9493361095412347
4,0.9910525900533321,10,-0.62194000420214,0.6534289565022955,1.9956263615258478
4,0.9910525900533321,11,-0.5825822927463825,0.6939381612222703,2.027682387406297
4,0.9910525900533321,12,-0.546923008176967,0.7121667299344161,2.049819206037968
4,0.9910525900533321,13,-0.5158006989465775,0.7027232309313506,2.063141391145907
4,0.9910525900533321,14,-0.4847669172184675,0.6933065939896227,2.062380692568249
4,0.9910525900533321,15,-0.45382128596701465,0.6839167047076611,2.0475776746649856
4,0.9910525900533321,16,-0.4242558807102514,0.6702981903960566,2.023124824438428
4,0.9910525900533321,17,-0.3992788547153604,0.6418468151718809,1.999901255228862
4,0.9910525900533321,18,-0.37438724064784895,0.6134927328277695,1.962716763522176
4,0.9910525900533321,19,-0.34959011592669464,0.5852462834680032,1.911635623870133
4,0.9910525900533321,20,-0.32489793240981174,0.5571193728227266,1.8467356877581405
4,0.9910525900533321,21,-0.30032182838219135,0.5291246885324016,1.768108871749152
4,0.9910525900533321,22,-0.275873234922171,0.5012752517589179,1.675861106548664
4,0.9910525900533321,23,-0.25156364182710367,0.47358415055110104,1.5701120400641095
4,0.9910525900533321,24,-0.22740444893556402,0.44606437048557046,1.4509946079927247
4,0.9910525900533321,25,-0.20340686509286102,0.41872867957817317,1.318654519532664
4,0.9910525900533321,26,-0.1795818353293597,0.39158954533267926,1.1732496812875615
4,0.9910525900533321,27,-0.15593998587558255,0.3646590721073849,1.0149495727734472
4,0.9910525900533321,28,-0.13249158123080823,0.3379489522118757,0.8439345828719342
4,0.9910525900533321,29,-0.10924648992117507,0.3114704269020215,0.6603953147410376
4,0.9910525900533321,30,-0.0862141569073277,0.2852342549494763,0.4645318657945599
