x,y,z
-0.308855593204498,0.122881032526493,0.392281234264374
-0.283360093832016,0.28943344950676,0.486894160509109
-0.258320510387421,0.452850073575974,0.569587647914886
-0.236396804451942,0.41076272726059,0.602793872356415
-0.214501932263374,0.281821936368942,0.620349168777466
-0.192414909601212,0.153530806303024,0.626952052116394
-0.170396387577057,0.025158790871501,0.623008608818054
-0.148457452654839,-0.103493429720402,0.607839345932007
-0.126770287752151,-0.231760010123253,0.581908226013184
-0.104665942490101,-0.360113382339478,0.545060455799103
-0.0887440890073776,-0.468713402748108,0.499027848243713
-0.101490430533886,-0.392187505960464,0.457099199295044
-0.11473236232996,-0.288107126951218,0.406542658805847
-0.12798485159874,-0.182197198271751,0.343706995248795
-0.141490057110786,-0.0762981474399567,0.270819336175919
-0.154711484909058,0.0293042939156294,0.186608269810677
-0.168194368481636,0.135153859853745,0.0915112048387527
-0.178032025694847,0.224737673997879,0.0418104790151119
-0.180066138505936,0.288160920143127,0.116761609911919
-0.182137280702591,0.351325839757919,0.184976741671562
-0.183979660272598,0.414612025022507,0.2420923858881
-0.182547569274902,0.454395800828934,0.293109476566315
-0.174473345279694,0.408255606889725,0.352312654256821
-0.167288333177567,0.357874810695648,0.400782883167267
-0.159599483013153,0.306907266378403,0.439466655254364
-0.152250096201897,0.25565841794014,0.466967076063156
-0.144640684127808,0.204896181821823,0.483573347330093
-0.137186154723167,0.153690725564957,0.48946139216423
-0.129635125398636,0.102713629603386,0.484127968549728
-0.122198648750782,0.051801223307848,0.468193709850311
-0.114663749933243,0.000686734216287732,0.441162973642349
-0.10720731317997,-0.0502327643334866,0.403243571519852
-0.0996753573417664,-0.101221039891243,0.354513674974442
-0.0921884030103683,-0.152209222316742,0.294768154621124
-0.0848004147410393,-0.202526345849037,0.225130379199982
-0.077302984893322,-0.253484398126602,0.143763095140457
-0.0698864161968231,-0.304012954235077,0.0526818409562111
-0.0661012232303619,-0.320631414651871,0.0630027428269386
-0.0644298121333122,-0.316499173641205,0.137373179197311
-0.0628250539302826,-0.312070071697235,0.200308606028557
-0.0611393190920353,-0.3078932762146,0.252555727958679
-0.0595164224505424,-0.303541839122772,0.293787628412247
-0.0578745864331722,-0.299275010824203,0.324076324701309
-0.0562101788818836,-0.294987946748734,0.343534082174301
-0.0546071082353592,-0.29068511724472,0.351963669061661
-0.0529150888323784,-0.286490112543106,0.349711149930954
-0.0513435825705528,-0.282171279191971,0.336468070745468
-0.0496287122368813,-0.277918070554733,0.312394201755524
-0.0480500310659409,-0.273612767457962,0.277363389730453
-0.0463528335094452,-0.269344627857208,0.231452092528343
-0.0447470508515835,-0.265056371688843,0.174626529216766
-0.0430810861289501,-0.26077738404274,0.10689140111208
-0.0409315265715122,-0.258136630058289,0.0400438532233238
-0.0350660495460033,-0.262010514736176,0.0863012224435806
-0.0299955867230892,-0.264371901750565,0.143495425581932
-0.0251006335020065,-0.266621857881546,0.190100148320198
-0.0200903713703156,-0.268951028585434,0.225177004933357
-0.0151595184579492,-0.27122101187706,0.249980688095093
-0.0101052206009626,-0.273566901683807,0.263818055391312
-0.00518242968246341,-0.275829464197159,0.266752541065216
-0.000135844529722817,-0.278171330690384,0.25879368185997
0.00479993876069784,-0.280437022447586,0.239882111549377
0.00983258709311485,-0.282776147127151,0.210096910595894
0.0147765045985579,-0.285049587488174,0.169384971261024
0.0197922438383102,-0.287377566099167,0.117783166468143
0.0247623082250357,-0.289694607257843,0.0556368939578533
0.029109226539731,-0.295860767364502,0.0633686035871506
0.0327774398028851,-0.300988107919693,0.116136483848095
0.0364165492355824,-0.306275963783264,0.157352939248085
0.040084108710289,-0.311457008123398,0.188301831483841
0.0437656454741955,-0.316783487796783,0.208346232771873
0.0474364273250103,-0.321976035833359,0.21741883456707
0.0511247552931309,-0.327279388904572,0.215661555528641
0.0547870174050331,-0.332482874393463,0.202900558710098
0.0584797970950603,-0.337771356105804,0.179318442940712
0.0621395744383335,-0.34298899769783,0.144744902849197
0.0658293291926384,-0.348261773586273,0.0993345305323601
0.0693598091602325,-0.35358202457428,0.0475028567016125
0.0743846520781517,-0.358620315790176,0.073007196187973
0.078370712697506,-0.364193499088287,0.11493930965662
0.0821789801120758,-0.369839400053024,0.14629402756691
0.0861649215221405,-0.375522494316101,0.166989758610725
0.0899946913123131,-0.381154000759125,0.176565453410149
0.093925267457962,-0.386850506067276,0.175379022955894
0.0978035777807236,-0.392477840185165,0.163162872195244
