Date,sceneID,Elasticity,Variation,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,VelocityX,VelocityY,VelocityZ
2024-03-24,SoftSphere_Ela0_Var87,0.0,87,-0.07873799644107277,0.18428643080549034,0.7618640736573238,72.86140741698621,126.42309352429676,18.303120349373952,7.9970062190630244,3.496059118515264,1.3373423378185674
