Date,SceneID,Elasticity,Variation,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,VelocityX,VelocityY,VelocityZ
2019-05-22,Cube_Ela5_Var71793,0.5,71793,0.0149931141516,0.341228040366,0.116604006921,230.234554487,132.24731942,119.359318242,5.78182241905,-7.85313772267,-8.63801843519
