Date,SceneID,Elasticity,Variation,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,VelocityX,VelocityY,VelocityZ
2017-04-02,Cube_Ela8_Var43,0.8,43,0.342348732943,-0.216969529527,0.915774036947,329.684262967,243.156566106,37.4064093989,0.519832198878,-0.906604975146,2.50940393409
