x,y,z
-0.164078235626221,-0.283550769090652,0.127191543579102
-0.184066742658615,-0.477111101150513,0.158935382962227
-0.195808425545692,-0.409167170524597,0.166292563080788
-0.208132281899452,-0.315962553024292,0.163910835981369
-0.220369592308998,-0.223719000816345,0.150755122303963
-0.232741102576256,-0.130456134676933,0.126490011811256
-0.244972825050354,-0.0382554419338703,0.0916642248630524
-0.257244825363159,0.051522508263588,0.0563948638737202
-0.268315374851227,0.122110933065414,0.0723537355661392
-0.278713494539261,0.189727574586868,0.0893779024481773
-0.28904464840889,0.256537735462189,0.0956344231963158
-0.299491703510284,0.324102342128754,0.0909940451383591
-0.309656292200089,0.390616208314896,0.0766087174415588
-0.318987876176834,0.451706558465958,0.0663554072380066
-0.314335286617279,0.445051431655884,0.0718511193990707
-0.307282596826553,0.424738228321075,0.0687327459454536
-0.302088052034378,0.408165752887726,0.0691613778471947
-0.298557698726654,0.395629495382309,0.0725592076778412
-0.295672595500946,0.385124742984772,0.0726408660411835
-0.293512284755707,0.37723508477211,0.0705173090100288
-0.292230159044266,0.372448176145554,0.0683784186840057
-0.292311728000641,0.371340215206146,0.068420335650444
-0.293642103672028,0.371509611606598,0.0684807747602463
-0.295726120471954,0.371602982282639,0.0682310089468956
-0.298818826675415,0.371405303478241,0.0677909478545189
-0.303231209516525,0.370745718479156,0.0668482184410095
-0.309221118688583,0.369673013687134,0.0649993717670441
-0.317312926054001,0.368249326944351,0.0613789297640324
-0.327459156513214,0.36657527089119,0.0546842776238918
-0.338396936655045,0.364822149276733,0.048828836530447
-0.344404578208923,0.363874316215515,0.0533239394426346
-0.349230855703354,0.363115668296814,0.0513989627361298
-0.350848615169525,0.362891107797623,0.0491150692105293
-0.350949078798294,0.362873822450638,0.0493416488170624
-0.351125925779343,0.36283552646637,0.0494356267154217
-0.351172536611557,0.362825870513916,0.0494866333901882
-0.351197063922882,0.362821638584137,0.0495112761855125
-0.351206421852112,0.362819701433182,0.0495233200490475
-0.351208627223969,0.362819164991379,0.0495285838842392
-0.35120889544487,0.362818956375122,0.0495305582880974
-0.351209580898285,0.36281943321228,0.0495312660932541
-0.351209223270416,0.362818837165833,0.0495323427021503
-0.351209074258804,0.362818658351898,0.0495327636599541
-0.351210057735443,0.362819790840149,0.0495334193110466
-0.351209431886673,0.362819612026215,0.0495339408516884
-0.351210415363312,0.362819343805313,0.0495342873036861
-0.351210564374924,0.362819939851761,0.0495351292192936
-0.351211339235306,0.362819135189056,0.049536369740963
-0.351211667060852,0.36281943321228,0.0495361424982548
-0.351211100816727,0.362819164991379,0.0495371110737324
-0.351210981607437,0.362818628549576,0.0495375618338585
-0.351211994886398,0.362819164991379,0.0495373234152794
-0.351211309432983,0.362819015979767,0.0495377443730831
-0.35121077299118,0.362818747758865,0.0495388470590115
-0.351211190223694,0.362819105386734,0.0495389848947525
-0.351211190223694,0.362818896770477,0.0495396144688129
-0.351210117340088,0.362818449735641,0.0495403781533241
-0.351210504770279,0.362819135189056,0.0495409741997719
-0.351210296154022,0.362818509340286,0.0495417155325413
-0.351210385560989,0.362818241119385,0.0495415888726711
-0.351210355758667,0.362819910049438,0.0495420545339584
-0.351210922002792,0.362820237874985,0.049542460590601
-0.351211071014404,0.362819612026215,0.0495436079800129
-0.351211577653885,0.362819254398346,0.0495431646704674
-0.351210713386536,0.362819135189056,0.0495439395308495
-0.351210296154022,0.36281943321228,0.0495439656078815
-0.351211488246918,0.362818747758865,0.0495448522269726
-0.351210951805115,0.362819284200668,0.0495448708534241
-0.351211190223694,0.362819045782089,0.0495452769100666
-0.351211398839951,0.362817794084549,0.0495456270873547
-0.351211041212082,0.36281955242157,0.0495456010103226
-0.351210683584213,0.362819612026215,0.0495460331439972
-0.351211041212082,0.362819522619247,0.0495463274419308
-0.351211547851562,0.36281955242157,0.0495467633008957
-0.351211279630661,0.362820148468018,0.0495468191802502
-0.351212650537491,0.362819910049438,0.0495472773909569
-0.351212173700333,0.362820237874985,0.0495470315217972
-0.351211965084076,0.362819254398346,0.0495474524796009
-0.351211726665497,0.362819731235504,0.0495484434068203
-0.351211339235306,0.362819910049438,0.0495485737919807
-0.351211339235306,0.36281943321228,0.0495487488806248
-0.351211816072464,0.362820237874985,0.0495488159358501
-0.351212412118912,0.362819701433182,0.0495488122105598
-0.351212859153748,0.36281880736351,0.0495491772890091
-0.351212859153748,0.362818986177444,0.0495499111711979
-0.351212471723557,0.362819731235504,0.0495498664677143
-0.351212233304977,0.36282017827034,0.0495500005781651
-0.351211249828339,0.362819522619247,0.0495497956871986
-0.351211398839951,0.362818658351898,0.0495507530868053
-0.351211190223694,0.362820118665695,0.0495511405169964
-0.351212441921234,0.362820386886597,0.0495508275926113
-0.351211130619049,0.362819612026215,0.0495515167713165
-0.351211905479431,0.362819463014603,0.0495514906942844
-0.351211875677109,0.362820118665695,0.049551535397768
-0.351211547851562,0.362819254398346,0.0495520979166031
-0.351211756467819,0.362819075584412,0.0495519898831844
-0.351211726665497,0.36281943321228,0.0495523549616337
-0.351211726665497,0.362819761037827,0.0495527349412441
-0.351212114095688,0.36282017827034,0.0495529100298882
-0.351212412118912,0.362820267677307,0.0495531037449837
-0.351212531328201,0.362820506095886,0.0495531186461449
-0.351212680339813,0.362819492816925,0.0495537146925926
-0.35121151804924,0.362819254398346,0.0495540350675583
-0.351213276386261,0.362820237874985,0.0495538711547852
-0.351211488246918,0.362820565700531,0.0495543256402016
-0.351211965084076,0.362820327281952,0.0495539903640747
-0.351212590932846,0.362818390130997,0.0495546571910381
-0.351211875677109,0.362819701433182,0.0495549775660038
-0.351211547851562,0.36282017827034,0.0495556630194187
-0.351211398839951,0.362819612026215,0.0495555773377419
-0.351211339235306,0.362820476293564,0.0495553649961948
-0.351212352514267,0.362820088863373,0.0495557747781277
-0.351211845874786,0.362819820642471,0.0495559126138687
-0.351212501525879,0.36282005906105,0.049555741250515
-0.351212173700333,0.362819582223892,0.049556277692318
-0.351211071014404,0.362819254398346,0.0495563969016075
-0.351212114095688,0.362820148468018,0.0495567433536053
-0.351213157176971,0.362820476293564,0.0495562329888344
-0.351212054491043,0.362820655107498,0.0495565757155418
-0.351212292909622,0.362818986177444,0.0495569854974747
-0.351212233304977,0.362819999456406,0.0495572835206985
