x,y,z
0.230018332600594,-0.00724421162158251,0.41623455286026
0.276959806680679,-0.0269384328275919,0.0915406718850136
0.298306554555893,-0.0290315840393305,0.0872379317879677
0.310739547014236,-0.0223412737250328,0.258057773113251
0.323400467634201,-0.0153471063822508,0.416521728038788
0.336022645235062,-0.00846905820071697,0.565591037273407
0.348653972148895,-0.00152522325515747,0.702151000499725
0.36129304766655,0.00537884468212724,0.829317033290863
0.373608857393265,0.0121371345594525,0.943062663078308
0.385421961545944,0.0213137343525887,0.918714106082916
0.396624356508255,0.0331963449716568,0.837390303611755
0.407993733882904,0.0453096553683281,0.744513928890228
0.419187873601913,0.0572338066995144,0.641616344451904
0.426649570465088,0.0691494941711426,0.529203832149506
0.43179851770401,0.0811419114470482,0.405224978923798
0.417298436164856,0.0930704921483994,0.27782016992569
0.396939694881439,0.105021893978119,0.139739513397217
0.371812760829926,0.115843236446381,0.0352291725575924
0.32637694478035,0.13031493127346,0.107734255492687
0.281543076038361,0.144056424498558,0.17360545694828
0.235871478915215,0.158043205738068,0.229547321796417
0.190935164690018,0.171881958842278,0.273945063352585
0.145389705896378,0.185903385281563,0.30785807967186
0.100434623658657,0.199744671583176,0.33059298992157
0.0554506927728653,0.213579565286636,0.342521816492081
0.0099642900750041,0.227567777037621,0.343632876873016
-0.0350038446485996,0.241398394107819,0.333893030881882
-0.0804763436317444,0.255385637283325,0.313083380460739
-0.125430390238762,0.269213229417801,0.281671762466431
-0.170886397361755,0.283194422721863,0.238947585225105
-0.215823158621788,0.297015070915222,0.185874179005623
-0.261263489723206,0.310989499092102,0.121248297393322
-0.305662333965302,0.326080977916718,0.0528232790529728
-0.342949271202087,0.362726420164108,0.0715323984622955
-0.376331806182861,0.402603447437286,0.101099640130997
-0.409881383180618,0.439912706613541,0.120647549629211
-0.435352236032486,0.417164027690887,0.1374122351408
-0.432071179151535,0.383783996105194,0.14705528318882
-0.407243371009827,0.35641685128212,0.146752163767815
-0.38260617852211,0.329303950071335,0.135581061244011
-0.357736140489578,0.301933199167252,0.113341927528381
-0.33312526345253,0.274856925010681,0.0805279240012169
-0.315237879753113,0.248952493071556,0.0605021901428699
-0.309376031160355,0.226789206266403,0.0706511065363884
-0.303703516721725,0.204588904976845,0.0710409060120583
-0.301468372344971,0.184041619300842,0.0728194490075111
-0.30375149846077,0.164780303835869,0.0806108489632607
-0.306291580200195,0.145854651927948,0.0783377662301064
-0.308829575777054,0.12692466378212,0.065277561545372
-0.313165992498398,0.109568156301975,0.055588535964489
-0.322239845991135,0.0975726842880249,0.0676331669092178
-0.331473827362061,0.0854923725128174,0.069604404270649
-0.340211093425751,0.0750541687011719,0.0663847923278809
-0.346051305532455,0.0694213509559631,0.0748125910758972
-0.350949198007584,0.064265713095665,0.076340563595295
-0.35575658082962,0.0583043657243252,0.0708943083882332
-0.361633002758026,0.0504660978913307,0.0721438005566597
-0.368626326322556,0.0426192805171013,0.0676905810832977
-0.376704961061478,0.0338502153754234,0.0614813528954983
-0.385524839162827,0.0227792002260685,0.0550562776625156
-0.392326861619949,0.0143718970939517,0.0522482357919216
-0.396087169647217,0.0115246912464499,0.0605936050415039
-0.399891912937164,0.00862647127360106,0.0582442842423916
-0.402076363563538,0.00542569672688842,0.0522563718259335
-0.401640594005585,-4.39402310803416e-06,0.0507717952132225
-0.400425106287003,-0.00347377941943705,0.0547125749289989
-0.399098813533783,-0.00639659212902188,0.0503269359469414
-0.400798469781876,-0.00880007538944483,0.0504851378500462
-0.403210908174515,-0.0105069288983941,0.0512716956436634
-0.404007643461227,-0.0104951178655028,0.0492885783314705
-0.403784811496735,-0.00993008073419333,0.0496723689138889
-0.403441995382309,-0.00977224390953779,0.0498245172202587
-0.403638005256653,-0.00975680630654097,0.0497187040746212
-0.403542220592499,-0.00983323156833649,0.0497071109712124
-0.403577506542206,-0.00977015681564808,0.0497153475880623
-0.403566956520081,-0.00981394201517105,0.049718338996172
-0.403567641973495,-0.00978131592273712,0.0497180819511414
-0.403572827577591,-0.00980573054403067,0.0497172176837921
-0.403565883636475,-0.00978917721658945,0.0497171394526958
-0.40357518196106,-0.00979925319552422,0.0497173704206944
-0.403566181659698,-0.00979410111904144,0.0497169755399227
