Date,SceneID,Elasticity,Variation,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,VelocityX,VelocityY,VelocityZ
2017-04-03,Cube_Ela1_Var66,0.1,66,-0.395232770281,0.112102518771,0.288918937602,307.985157457,70.7703905071,269.492778872,-8.74574054591,3.51943445406,-2.29009154923
