Date,SceneID,Elasticity,Variation,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,VelocityX,VelocityY,VelocityZ
2017-04-01,Cube_Ela5_Var13,0.5,13,0.118409267986,0.259308008271,0.233586013778,35.342671068,342.302940436,283.970679984,2.72101251253,9.1108489996,9.67804421311
