Date,SceneID,Elasticity,Variation,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,VelocityX,VelocityY,VelocityZ
2017-04-01,Cube_Ela3_Var123,0.3,123,-0.329412490588,-0.224145536492,0.305298103942,336.240018066,209.979928181,329.891084319,7.99477593117,-7.94546667711,7.83886727451
