Date,SceneID,Elasticity,Variation,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,VelocityX,VelocityY,VelocityZ
2017-04-01,Cube_Ela3_Var129,0.3,129,-0.106983388903,-0.309916501009,0.496858391461,340.532333415,214.444891621,183.788128381,8.25613036525,-0.253373040535,-0.369155503531
