Date,SceneID,Elasticity,Variation,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,VelocityX,VelocityY,VelocityZ
2017-03-31,Cube_Ela7_Var3,0.7,3,0.268000458563,-0.257717027219,0.665641731998,248.808277677,315.296640268,13.6933715451,3.08714178755,8.56538168454,-3.78337594273
