Date,SceneID,Elasticity,Variation,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,VelocityX,VelocityY,VelocityZ
2019-05-19,Cube_Ela5_Var58186,0.5,58186,-0.0765868102456,0.328922226506,0.309839058815,179.33721556,159.690563868,285.937183232,3.3142043153,-5.79171755969,-0.700383742234
