Date,SceneID,Elasticity,Variation,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,VelocityX,VelocityY,VelocityZ
2017-04-03,Cube_Ela5_Var2477,0.5,2477,-0.387386946703,0.269039316091,0.10457552228,122.361882617,154.947183686,226.043918626,-9.73448062802,-0.89384052855,-8.28091533414
